Adresse;Agent;Agent privilegie;Commentaires;Competence;Courriel;Creneau horaire de passage;Date d'echeance;Date de depart;Duree;Duree maximale de transport;Heure de passage prevu;Hub;Identifiant externe;Latitude;Longitude;Mobile;Nom;Partner;Plaque d'immatriculation;Poids;Prenom;Référence de commande;Telephone;Type;Type d'intervention;Volume
N06 Bloc A Lot Yassmina 2 Ait Melloul Agadir Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;30/03/2022;5;;16:19;M2T;008098;30.34665;-9.4889;2,12667E+11;Chaabi Cash Doukkali;M2T;79211-H-6;1;;DM220385952;2,12667E+11;;;0
AV AIT BAAMRANE QUARTIER AL MOUSTAQBAL AIT MELLOUL Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;30/03/2022;5;;16:26;M2T;702005;30.34774;-9.49503;2,1265E+11;AIT MELLOUL HAY ALMOUSAQBAL;CASH PLUS;79211-H-6;1;;DM220385952;2,1265E+11;;;0
N93 Av Aboubaker Seddik Dcheira El Jihadia Dcheira el jihadia;Mohamed HMIMOU;;;;;10:00-19:00;;30/03/2022;5;;16:57;M2T;008070;30.36782;-9.523303;2,12666E+11;Chaabi Cash Oussama El Jihadia Service;M2T;79211-H-6;1;;DM220385952;2,12666E+11;;;0
NÂ° 205 Rue Al Morabitine Lotissement Bani Iznassene Dcheira El Jihadia Dcheira el jihadia;Mohamed HMIMOU;;;;;10:00-19:00;;30/03/2022;5;;17:07;M2T;008024;30.37712;-9.52543;2,12662E+11;Chaabi Cash Domaine Al Firdaws;M2T;79211-H-6;1;;DM220385952;2,12662E+11;;;0
N 327 Avenue Fayçal benabdelaziz lot dalila Dcheira el jihadia;Mohamed HMIMOU;;;;;10:00-19:00;;30/03/2022;5;;17:23;M2T;702093;30.37413;-9.54444;2,12605E+11;Dcheira Hay Takarkourt;CASH PLUS;79211-H-6;1;;DM220385952;2,12605E+11;;;0
213 ALMASSAR MARRAKECH Almassar Marrakech;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;10:00;M2T;700236;31.67764;-8.03904;2,12661E+11;AL MASSAR MARRAKECH;CASH PLUS;23646-E-6;1;;DM220385952;2,12661E+11;;;0
AL FADL Quartier CHARAF 40074 MARRAKECH CASABLANCA;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;10:21;M2T;083406;31.6778666;-8.0251748;2,12213E+11;BC MARRAKECH AL FADL;BARID CASH;23646-E-6;1;;DM220385952;2,12213E+11;;;0
IMM G BOUSTAN 2 GARAGE 38 Marrakech;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;10:38;M2T;700442;31.66369;-8.00856;2,12525E+11;MAR ALLAL AL FASSI;CASH PLUS;23646-E-6;1;;DM220385952;2,12525E+11;;;0
Rue de l'universitâ€š Hay Amerchich 40002 MARRAKECH CASABLANCA;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;11:07;M2T;083890;31.6576806;-8.0037949;2,12213E+11;BC MARRAKECH AMERCHICH;BARID CASH;23646-E-6;1;;DM220385952;2,12213E+11;;;0
Av . Chakib Arssalane unitâ€š 5 Hay Mohammadi 40033 MARRAKECH CASABLANCA;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;11:31;M2T;083691;31.650537;-7.9965;2,12213E+11;BC MARRAKECH HAY MOHAMMADI;BARID CASH;23646-E-6;1;;DM220385952;2,12213E+11;;;0
16 Avenue Palestine Unite 2 Daouadiate Daouadiate Marrakech Marrakech;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;11:38;M2T;004216;31.65365;-7.99179;2,12662E+11;Chaabi Cash Baytherm Service;M2T;23646-E-6;1;;DM220385952;2,12662E+11;;;0
MAGAZIN 4 IMM A3 SAAAD ALLAH Marrakech;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;13:47;M2T;700438;31.629503;-7.980978;2,12524E+11;MARMERCHICH;CASH PLUS;23646-E-6;1;;DM220385952;2,12524E+11;;;0
Bab ghmate 32 bis rue BAHMAD MARRAKECH CASABLANCA;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;13:56;M2T;097977;31.624556;-7.975894;2,12213E+11;MASTER CASH MARRAKECH BAB RHMATE;BARID CASH;23646-E-6;1;;DM220385952;2,12213E+11;;;0
20 Db Masmouda Sybali Marrakech Marrakech;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;14:13;M2T;000527;31.61711;-7.97091;2,12613E+11;Chaabi Cash M2t - Marrakech - Sidi Youssef Ben Ali;M2T;23646-E-6;1;;DM220385952;2,12613E+11;;;0
Douar dlam sidi youssef ben aliDouar dlam Marrakech;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;14:35;M2T;701808;31.59793;-7.9594;2,12677E+11;DOUAR DLAM SIDI YOUSSEF;CASH PLUS;23646-E-6;1;;DM220385952;2,12677E+11;;;0
Bab hmer Marrakech;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;15:06;M2T;701735;31.61401;-7.9773;2,12628E+11;BAB AHMER;CASH PLUS;23646-E-6;1;;DM220385952;2,12628E+11;;;0
Place Bab AGNAOU 40043 MARRAKECH CASABLANCA;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;15:23;M2T;083773;31.6184967;-7.9910906;2,12213E+11;BC MARRAKECH BAB AGNAOU;BARID CASH;23646-E-6;1;;DM220385952;2,12213E+11;;;0
HARA DB SOUSS N 32 MARRAKECH Marrakech;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;15:35;M2T;700282;31.63241;-8.00226;2,12661E+11;HARA;CASH PLUS;23646-E-6;1;;DM220385952;2,12661E+11;;;0
Angle Rue Docteur Linares et Arest El Maach Marrakech;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;15:42;M2T;700353;31.63429;-7.99859;2,12524E+11;MARELFNA;CASH PLUS;23646-E-6;1;;DM220385952;2,12524E+11;;;0
18 Residence Wahda Angle Yacoub El Mansour Et Khalid Ibn Oualid Centre Gueliz Marrakech;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;15:50;M2T;004214;31.63871;-8.00596;2,12661E+11;Chaabi Cash Mony Sari;M2T;23646-E-6;1;;DM220385952;2,12661E+11;;;0
Place du 16 Novembre Gueliz 40001 MARRAKECH CASABLANCA;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;16:04;M2T;083834;31.6325505;-8.0093873;2,12213E+11;BC MARRAKECH PPAL;BARID CASH;23646-E-6;1;;DM220385952;2,12213E+11;;;0
Mag N 27 Imm Jakar 24 Med V Gueliz Marrakech Marrakech;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;16:14;M2T;004205;31.6335;-8.01566;2,1267E+11;Chaabi Cash Winnagh Invest;M2T;23646-E-6;1;;DM220385952;2,1267E+11;;;0
120Ã¿ Lot Sidi Abbad II Quartier Sidi Abbad 40014 MARRAKECH CASABLANCA;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;16:26;M2T;083891;31.6562171;-8.0176324;2,12213E+11;BC MARRAKECH SIDI ABBAD;BARID CASH;23646-E-6;1;;DM220385952;2,12213E+11;;;0
MAGASIN N° 2/25 IMM LOT AL IZDIHAR AL KADISIA Marrakech;Omar Rassi;;;;;10:00-19:00;;30/03/2022;5;;16:38;M2T;701933;31.66455;-8.032234;2,12706E+11;MARIZDIHARFR;CASH PLUS;23646-E-6;1;;DM220385952;2,12706E+11;;;0
route imi imikki iguerofoulousaourir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;09:59;M2T;700196;30.50296;-9.6602;2,12697E+11;Aourir Hay Igueroufoulous;CASH PLUS;79347 A7;1;;DM220385952;2,12697E+11;;;0
Local sis tihaourine Aourir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;10:08;M2T;700227;30.49771;-9.67007;2,12661E+11;CENTRE AOURIR;CASH PLUS;79347 A7;1;;DM220385952;2,12661E+11;;;0
QUARTIER ALOUAHDA NÃ¸45Ã¿ ANZA PROVINCE AGADIR IDA OU TANANE CASABLANCA;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;10:29;M2T;097807;30.448561;-9.656583;2,12213E+11;SGTP ANZA AGADIR;BARID CASH;79347 A7;1;;DM220385952;2,12213E+11;;;0
Avenue 29 Fâ€švrier Talborjt 80005 Agadir CASABLANCA;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;11:29;M2T;083880;30.423685;-9.5910082;2,12213E+11;BC Agadir Talborj;BARID CASH;79347 A7;1;;DM220385952;2,12213E+11;;;0
Residence El Menzeh Immeuble Ab2 Magasin 11 Avenue Des Far Agadir Avenue Far Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;11:38;M2T;024034;30.429831;-9.58801;2,12606E+11;Chaabi Cash M2t -FAR-Agadir;M2T;79347 A7;1;;DM220385952;2,12606E+11;;;0
N 4 IMM CGI AVENUE DES FAR Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;11:45;M2T;700052;30.42818;-9.5927;2,12661E+11;AVENUE DES FAR;CASH PLUS;79347 A7;1;;DM220385952;2,12661E+11;;;0
N° 16 RUE MOULAY ISMAIL HAY ENNAHDA AGADIR Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;11:53;M2T;701103;30.42698;-9.58409;2,12633E+11;AGADIR HAY ENNAHDA;CASH PLUS;79347 A7;1;;DM220385952;2,12633E+11;;;0
9 Immeuble Aferni I Riad Salam Agadir Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;12:08;M2T;024030;30.40733;-9.57482;2,12634E+11;Chaabi Cash M2t - Riad Salam - Agadir;M2T;79347 A7;1;;DM220385952;2,12634E+11;;;0
N 11 Avenue Abderrahim bouaabid en face du marché Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;12:24;M2T;700280;30.41581;-9.56806;2,1261E+11;Agadir la gare;CASH PLUS;79347 A7;1;;DM220385952;2,1261E+11;;;0
El Khyam , Agadir, Maroc;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;12:40;M2T;098872;30.4200841;-9.566652500000002;2,12213E+11;ECÃ¿ AGADIR LKHYAM;BARID CASH;79347 A7;1;;DM220385952;2,12213E+11;;;0
N 112 Boulevard Imam boukhari Erac bouargane Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;12:49;M2T;701608;30.4245;-9.56484;2,12688E+11;Agadir boulevard imam Boukhari;CASH PLUS;79347 A7;1;;DM220385952;2,12688E+11;;;0
Essaada GH 8 Imm 45 Hay Mohammadi Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;13:00;M2T;701674;30.43122;-9.56562;2,12616E+11;RÉSIDENCE ADDOHA HAY MOHAMADI;CASH PLUS;79347 A7;1;;DM220385952;2,12616E+11;;;0
Pacerelle NÂ°3016 Ã€ ProximitÃ© Immeuble Essafa 3 Hay Mohammadi Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;13:16;M2T;024016;30.43232;-9.553741;2,12611E+11;Chaabi Cash M2t- Agadir;M2T;79347 A7;1;;DM220385952;2,12611E+11;;;0
N°53 BLOC A4 BD TITOU HAY AL QODS Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;13:34;M2T;701868;30.4171;-9.5562;2,12648E+11;AL QODS AGADIR;CASH PLUS;79347 A7;1;;DM220385952;2,12648E+11;;;0
NÂ° Fa 44 Dakhla Dakhla Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;13:41;M2T;000541;30.41288;-9.5577075;2,12607E+11;Chaabi Cash M2t - Agadir - Quartier Dakhla;M2T;79347 A7;1;;DM220385952;2,12607E+11;;;0
AV Khalid Ibn Oualid Citâ€š Dakhla 80006 Agadir CASABLANCA;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;13:46;M2T;083661;30.4112271;-9.5566169;2,12213E+11;BC AGADIR HAY DAKHLA;BARID CASH;79347 A7;1;;DM220385952;2,12213E+11;;;0
N°76, Av Hassan 1er, Cité Dakhla Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;13:53;M2T;701945;30.40919;-9.55809;2,12662E+11;AGADIR AV HASSAN 1ER (oubani);CASH PLUS;79347 A7;1;;DM220385952;2,12662E+11;;;0
N 8 Av Abderrahmane El Houdaigui Cité Al Massira Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;14:02;M2T;700661;30.40719;-9.56428;2,1266E+11;Agadir KETTANI;CASH PLUS;79347 A7;1;;DM220385952;2,1266E+11;;;0
MAGASIN N 94 BLOC E8 RUE ALFARABI HAY DAKHLA Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;14:15;M2T;702200;30.41258;-9.55034;2,1266E+11;CITE DAKHLA ALFARABI;CASH PLUS;79347 A7;1;;DM220385952;2,1266E+11;;;0
Bloc E Sous Sol N41 Bis Av Haj Abdellah Al Karsafi Hay Al Houda Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;14:26;M2T;008117;30.40264;-9.54956;2,12676E+11;Chaabi Cash Wifi Maroc;M2T;79347 A7;1;;DM220385952;2,12676E+11;;;0
2 Salam 2 Im 1511 Mas Wafkaoui Sala Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;14:31;M2T;008062;30.40264;-9.54956;2,12676E+11;Chaabi Cash Wifi Maroc;M2T;79347 A7;1;;DM220385952;2,12676E+11;;;0
LOT TILILA IMM 7 N 5 AV AL OULFA COMMUNE TIKIOUINE Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;14:48;M2T;701171;30.40123;-9.51929;2,12634E+11;AGATILILAFR;CASH PLUS;79347 A7;1;;DM220385952;2,12634E+11;;;0
Rdc N2 Rsidence Narjiss 2 Cite Al Houda Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;15:17;M2T;008088;30.39829;-9.5361841;2,12672E+11;Chaabi Cash Assia Trading;M2T;79347 A7;1;;DM220385952;2,12672E+11;;;0
Mag N 1 rez de chaussée immeuble 02 résidence prop Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;15:28;M2T;701806;30.39271;-9.54475;21272891189;AGADIR ATTADAMONE;CASH PLUS;79347 A7;1;;DM220385952;21272891189;;;0
N 1069 LOT EL FARAH Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;15:41;M2T;700318;30.39618;-9.56172;2,12638E+11;Hay El Farah Al masjid;CASH PLUS;79347 A7;1;;DM220385952;2,12638E+11;;;0
NÂ°129 Bloc 9 Bensergao Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;15:54;M2T;008021;30.38982;-9.56825;2,12674E+11;Chaabi Cash Cash1200;M2T;79347 A7;1;;DM220385952;2,12674E+11;;;0
N38 Ibn Khaldoun I Bensergao Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;16:10;M2T;008096;30.3866;-9.57272;2,12612E+11;Chaabi Cash Youryane;M2T;79347 A7;1;;DM220385952;2,12612E+11;;;0
Lot A1 Founty 80015 AGADIR CASABLANCA;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;16:23;M2T;083659;30.4018941;-9.5901257;2,12213E+11;BC AGADIR FOUNTY;BARID CASH;79347 A7;1;;DM220385952;2,12213E+11;;;0
Rue Essaouira Battoire Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;16:40;M2T;700446;30.41161;-9.58635;2,12528E+11;AGADIR battoir;CASH PLUS;79347 A7;1;;DM220385952;2,12528E+11;;;0
RUE DE MEKNES QUAARTIER INDUSTRIEL 80004 AGADIR CASABLANCA;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;16:49;M2T;098987;30.414186;-9.589496;2,12213E+11;AWY QUARTIER INDUSTRIEL AGADIR;BARID CASH;79347 A7;1;;DM220385952;2,12213E+11;;;0
Bloc 10 N 40 Quartier Industriel Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;30/03/2022;5;;16:54;M2T;000506;30.41461;-9.58962;2,12638E+11;Chaabi Cash M2t - Agadir - Quartier Indutriel;M2T;79347 A7;1;;DM220385952;2,12638E+11;;;0
Rue Hassan Ibn Tabit Hay Al Farah N18 Laayoune Laayoune Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;09:59;M2T;010067;27.16346;-13.20924;2,12655E+11;Chaabi Cash All Service CH;M2T;11596-E-6;1;;DM220385952;2,12655E+11;;;0
Av sakia el hamra n° 28 Hy chouhada Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;10:08;M2T;700764;27.15577;-13.20098;2,12213E+11;LAAYOUNE SOUK LMEKHAKH;CASH PLUS;11596-E-6;1;;DM220385952;2,12213E+11;;;0
AV MEKKA N°76 AVKAIRAWAN N°1 LAYOUNE Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;10:13;M2T;701755;27.15578;-13.201;2,12213E+11;LAAYOUNE MEKKA;CASH PLUS;11596-E-6;1;;DM220385952;2,12213E+11;;;0
Av Aboubaker Essadik NÂ°17 Et 19 Hay El Massira Laayoune Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;10:20;M2T;003452;27.15575;-13.19545;2,12638E+11;Chaabi Cash Equipement Garti;M2T;11596-E-6;1;;DM220385952;2,12638E+11;;;0
N2 Av Mahamed V Rue Laayoune El Marsa Laayoune El marsa;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;10:28;M2T;000428;27.14781;-13.19553;2,12667E+11;Chaabi Cash Bou la Telecom;M2T;11596-E-6;1;;DM220385952;2,12667E+11;;;0
Lot El Wahda Bloc D N 177 Laayoune Lot El Wahda Laayoune Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;10:34;M2T;010429;27.14757;-13.19176;2,12661E+11;Chaabi Cash Hamma Location;M2T;11596-E-6;1;;DM220385952;2,12661E+11;;;0
Av Mezouar N93 Laayoune Laayoune Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;10:40;M2T;006973;27.14405;-13.19293;2,12661E+11;Chaabi Cash ETS Bin Rguibi Generale Trad;M2T;11596-E-6;1;;DM220385952;2,12661E+11;;;0
Lot 707 Hy El Qods Rue Merane N532 Laayoune Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;10:47;M2T;006365;27.13981;-13.18719;2,12661E+11;Chaabi Cash Saheletab;M2T;11596-E-6;1;;DM220385952;2,12661E+11;;;0
HAY EL HIZAM RUE 707 Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;10:56;M2T;700258;27.13353;-13.18049;2,12213E+11;LAAYOUNE EL HIZAM;CASH PLUS;11596-E-6;1;;DM220385952;2,12213E+11;;;0
Av Omar El Mokhtar NR 151 Hay El Qods Laayoune Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;11:11;M2T;010520;27.13055;-13.1686;2,12601E+11;Chaabi Cash HI2M;M2T;11596-E-6;1;;DM220385952;2,12601E+11;;;0
BD OUSSMA IBN ZAID LOT EL AMAL 2 Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;11:18;M2T;702049;27.12926;-13.16522;2,12213E+11;LAAYOUN EL ATTABI 3;CASH PLUS;11596-E-6;1;;DM220385952;2,12213E+11;;;0
RUE AL OMRANE HAY EL WIFAQ LAAYOUNEEL WIFAQ Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;11:35;M2T;701453;27.12311;-13.18049;2,12213E+11;LAAYOUNE HAY EL WIFAQ;CASH PLUS;11596-E-6;1;;DM220385952;2,12213E+11;;;0
Residence Al Kaoutar N5 Rue Oum Talha Av Ras El Khaima Laayoune Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;11:48;M2T;006274;27.13231;-13.2007;2,12654E+11;Chaabi Cash Top ML Sahara Expo;M2T;11596-E-6;1;;DM220385952;2,12654E+11;;;0
Angle Bv Boukraa Et Rass El Kheyma N 9 Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;11:55;M2T;702047;27.13742;-13.1994;2,12213E+11;LAAYOUNE II Bv Boukraa;CASH PLUS;11596-E-6;1;;DM220385952;2,12213E+11;;;0
289 Avenue Skikima Hay El Wahda 02 Laayoune Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;12:01;M2T;006498;27.14056;-13.19731;2,12602E+11;Chaabi Cash Hmaidi;M2T;11596-E-6;1;;DM220385952;2,12602E+11;;;0
N220 Avenue Idriss 1 Hay El Hajari Laayoune Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;12:12;M2T;003737;27.14035;-13.20222;2,12671E+11;Chaabi Cash Remale Service;M2T;11596-E-6;1;;DM220385952;2,12671E+11;;;0
avenue boukraa Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;12:18;M2T;701813;27.14369;-13.19967;2,12213E+11;Laayoune El bir jdid;CASH PLUS;11596-E-6;1;;DM220385952;2,12213E+11;;;0
N 74 AV BOUKRAA HAY HAJARI Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;12:25;M2T;700423;27.14716;-13.19948;2,12213E+11;LAAYOUNE BOUKRAA;CASH PLUS;11596-E-6;1;;DM220385952;2,12213E+11;;;0
HAY KHAT RAMLA 01 RUE ZAOUIAT CHEIKH NR 65 Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;12:30;M2T;700946;27.14715;-13.19929;2,12213E+11;LAAYOUNE ZAOUIT CHEIKH;CASH PLUS;11596-E-6;1;;DM220385952;2,12213E+11;;;0
Place Dchiera Laayoune Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;13:46;M2T;000568;27.15064;-13.20004;2,12667E+11;Chaabi Cash M2t- Laayoune;M2T;11596-E-6;1;;DM220385952;2,12667E+11;;;0
Boulevard moulay ismail Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;13:53;M2T;700885;27.15506;-13.20492;2,12213E+11;Laayoune Avenue moulay ismail;CASH PLUS;11596-E-6;1;;DM220385952;2,12213E+11;;;0
EL MARSA laayoune CASABLANCA;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;14:38;M2T;083458;27.0599878;-13.4222797;2,12213E+11;BC LAAYOUNE PORT;BARID CASH;11596-E-6;1;;DM220385952;2,12213E+11;;;0
Imm Khricha N 01 boulevard Mohamed 5 Boujdour;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;16:51;M2T;701535;26.12844;-14.48838;2,12213E+11;Boujdour la Corniche;CASH PLUS;11596-E-6;1;;DM220383136;2,12213E+11;;;0
Hay El Massira Av Abdelaziz Dawiri Tf N 17 T9780 Boujdour El Massira Boujdour Boujdour;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;16:57;M2T;010318;26.12546;-14.48811;2,12626E+11;Chaabi Cash Delma Travaux;M2T;11596-E-6;1;;DM220383136;2,12626E+11;;;0
NÂ° 115 Hay Lalla Mariam Boujdour Boujdour;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;17:25;M2T;003719;26.12685;-14.48069;2,12661E+11;Chaabi Cash Lakahal;M2T;11596-E-6;1;;DM220383136;2,12661E+11;;;0
hay allal ben abdellah widadiyat taalim Boujdour;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;17:31;M2T;700910;26.12864;-14.48059;2,12213E+11;Boujdour Widadyat taalim;CASH PLUS;11596-E-6;1;;DM220384298;2,12213E+11;;;0
hay allal ben abdellah widadiyat taalim Boujdour;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;17:36;M2T;700910;26.12864;-14.48059;2,12213E+11;Boujdour Widadyat taalim;CASH PLUS;11596-E-6;1;;DM220383505;2,12213E+11;;;0
hay allal ben abdellah widadiyat taalim Boujdour;El Mahfoud Bouchayt;;;;;10:00-19:00;;30/03/2022;5;;17:41;M2T;700910;26.12864;-14.48059;2,12213E+11;Boujdour Widadyat taalim;CASH PLUS;11596-E-6;1;;DM220383136;2,12213E+11;;;0
Av Mehdi ben Toumert Hay Essaadyin 81000 Guelmim;Said EL Jamiy;;;;;10:00-19:00;;30/03/2022;5;;10:00;M2T;701923;28.99234;-10.03568;2,12529E+11;MEHDI BEN TOUMERT GUELMIM;CASH PLUS;95099 - H - 6;1;;DM220385952;2,12529E+11;;;0
HAY EL QODS N 848 Guelmim;Said EL Jamiy;;;;;10:00-19:00;;30/03/2022;5;;10:15;M2T;702218;29.00174;-10.04967;2,12679E+11;ALQODS GUELMIM;CASH PLUS;95099 - H - 6;1;;DM220385952;2,12679E+11;;;0
Hay Errahma Station Afriquia N149 Guelmim Guelmim;Said EL Jamiy;;;;;10:00-19:00;;30/03/2022;5;;10:22;M2T;006845;29.0016063;-10.0529705;2,12698E+11;Chaabi Cash Tashilat Agarram;M2T;95099 - H - 6;1;;DM220385952;2,12698E+11;;;0
PRINCE HERITER GULEMIM Guelmim;Said EL Jamiy;;;;;10:00-19:00;;30/03/2022;5;;10:35;M2T;702085;28.98963;-10.05713;2,12661E+11;PRINCE HERITER GUELMIM;CASH PLUS;95099 - H - 6;1;;DM220385952;2,12661E+11;;;0
N 22 boulevard Mouqaouama Guelmim;Said EL Jamiy;;;;;10:00-19:00;;30/03/2022;5;;10:47;M2T;700771;28.98834;-10.06038;2,12661E+11;Gulémim Place des taxis Lkssabi;CASH PLUS;95099 - H - 6;1;;DM220385952;2,12661E+11;;;0
N°41 AVENUE MOULAY ABDELLAH Guelmim;Said EL Jamiy;;;;;10:00-19:00;;30/03/2022;5;;10:52;M2T;701462;28.98834;-10.06027;2,12661E+11;GULEMIM AV MOULAY ABDELLAH;CASH PLUS;95099 - H - 6;1;;DM220385952;2,12661E+11;;;0
av mehdi ben toumert charia eljadid n 387 Guelmim;Said EL Jamiy;;;;;10:00-19:00;;30/03/2022;5;;10:57;M2T;701208;28.98829;-10.06057;2,12623E+11;GUELMIMELMOUKAOUMA;CASH PLUS;95099 - H - 6;1;;DM220385952;2,12623E+11;;;0
AV HASSAN II ( ROUTE IFNI) N129 Guelmim;Said EL Jamiy;;;;;10:00-19:00;;30/03/2022;5;;11:02;M2T;701474;28.98829;-10.06097;2,12661E+11;GUELMIM HASSAN 2;CASH PLUS;95099 - H - 6;1;;DM220385952;2,12661E+11;;;0
NR 35 AV MED 5 TANTAN Tan tan;Said EL Jamiy;;;;;10:00-19:00;;30/03/2022;5;;14:16;M2T;701584;28.43526;-11.10421;2,12661E+11;Tantan mohamed 5;CASH PLUS;95099 - H - 6;1;;DM220385952;2,12661E+11;;;0
Rue Med 5 AV OULED TIDRARINE Tan tan;Said EL Jamiy;;;;;10:00-19:00;;30/03/2022;5;;14:25;M2T;701627;28.42826;-11.10891;2,12673E+11;AIN RAHMA OULED TIDRARINE;CASH PLUS;95099 - H - 6;1;;DM220385952;2,12673E+11;;;0
