Adresse;Agent;Agent privilegie;Commentaires;Competence;Courriel;Creneau horaire de passage;Date d'echeance;Date de depart;Duree;Duree maximale de transport;Heure de passage prevu;Hub;Identifiant externe;Latitude;Longitude;Mobile;Nom;Partner;Plaque d'immatriculation;Poids;Référence de commande;Telephone;Type;Type d'intervention;Volume
Rue Sefrou Midar Midar Midar;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;15:03;M2T;006480;34.93931;-3.53455;+212626171928;Chaabi Cash Bouhlala Express;M2T;34591 - B - 7;1;DM220497837;+212626171928;;;0
Midar centre Midar;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;15:08;M2T;701891;34.93851;-3.53516;+212666305384;Midar;CASH PLUS;34591 - B - 7;1;DM220497837;+212666305384;;;0
Bd Hassan II Quartier Administratif BEN TAIEB 62102 NADOR Driouch;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;15:51;M2T;083432;35.04529;-3.45223;+212625813906;BC ÿBEN TIB ÿ;BARID CASH;34591 - B - 7;1;DM220497837;+212625813906;;;0
Hay Annahda Bentayeb Ben Tayeb Ben taieb;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;15:58;M2T;006786;35.04866;-3.44778;+212671861971;Chaabi Cash Elect Bakkali;M2T;34591 - B - 7;1;DM220497837;+212671861971;;;0
CENTRE VILLE BOULEVARD AL MASSIRA DAR KEBDANI DRIOUCH Driouch;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;16:33;M2T;098799;35.11969;-3.3319;+212662381858;SC DAR KABDANI;BARID CASH;34591 - B - 7;1;DM220497837;+212662381858;;;0
Boulevard Mohamed V N? 295 Zghanghan Zeghanghane;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;17:43;M2T;700763;35.15297;-3.0061;+212636351166;ZGHANGHAN;CASH PLUS;34591 - B - 7;1;DM220497837;+212636351166;;;0
Bd Mohamed V Segangan Centre 62652 ZEGHANGHANE Nador;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;17:48;M2T;083952;35.15434;-3.00241;+212700086991;BC ZEGHANGHAN;BARID CASH;34591 - B - 7;1;DM220497837;+212700086991;;;0
FALSE Beni ensar;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;18:29;M2T;083671;35.2653007;-2.9321911;+21200614248;BC BENI ENSAR;BARID CASH;34591 - B - 7;1;DM220497837;+21200614248;;;0
QU ARRED RUE186 N 126 Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;701685;35.15044;-2.93192;+212700148832;MASJID AL FATH ARRED;CASH PLUS;94673 H 6;1;DM220497837;+212700148832;;;0
Hay Taouima,BD principal ,rue 44 N01 Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;10:21;M2T;701623;35.1265;-2.92843;+212707630931;NADOR MARJANE;CASH PLUS;94673 H 6;1;DM220497837;+212707630931;;;0
AV DES FAR IMM BOUAMARA N 38 ETAGE 1 N 2 NADOR Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;11:06;M2T;098111;35.17372;-2.92348;+212661480917;BC ALKARAMA NADOR;BARID CASH;94673 H 6;1;DM220497837;+212661480917;;;0
BD HASSAN II N 142 Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;11:13;M2T;701228;35.17833;-2.92457;+212661402554;NADOR HASSAN II;CASH PLUS;94673 H 6;1;DM220497837;+212661402554;;;0
Angle Med V Et Bd Ibn Sina N°64 Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;11:20;M2T;700588;35.17997;-2.92488;+212667033348;NADOR BD IBN SINA;CASH PLUS;94673 H 6;1;DM220497837;+212667033348;;;0
152 BD HOPITAL EL HASSANI Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;11:30;M2T;700955;35.17555;-2.93336;+212665426264;HOPITAL EL HASSANI NADOR;CASH PLUS;94673 H 6;1;DM220497837;+212665426264;;;0
ROUTE TAOUIMA N 130 Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;11:37;M2T;700010;35.16982;-2.93321;+212624219010;ROUTE TAOUIMA;CASH PLUS;94673 H 6;1;DM220497837;+212624219010;;;0
Rte zghanghan oulad mimoun Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;11:47;M2T;700615;35.17009;-2.93948;+212536600182;Al ouahda nador;CASH PLUS;94673 H 6;1;DM220497837;+212536600182;;;0
ROUTE ZEGANGAN BLOC A R2 N9OULED BOUTAYEB Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;11:59;M2T;701798;35.16682;-2.94794;+212662365536;OULED BOUTAYEB;CASH PLUS;94673 H 6;1;DM220497837;+212662365536;;;0
Douar Bouyzarzar Ihadadan Bni bouifrour;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;12:14;M2T;006068;35.16305;-2.9613;+212661757051;Tasshilat Benamar;M2T;94673 H 6;1;DM220497837;+212661757051;;;0
Boulevard Med 5 Hy Jouahra Zeghanghane;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;12:26;M2T;701838;35.15398;-2.98563;+212666305384;Zeghanghane jaadar;CASH PLUS;94673 H 6;1;DM220497837;+212666305384;;;0
BD PRINCIPAL CENTRE VILLE KRONA Kerouna;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;16:37;M2T;701309;35.11846;-3.64079;+212661294921;KRONA CENTRE;CASH PLUS;94673 H 6;1;DM220497837;+212661294921;;;0
Bd Mohamed V N 18 Centre Kassita Nador-Driouch Driouch;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;18:44;M2T;010546;34.88943;-3.7275;+212661711426;Chaabi Cash Kassita Car;M2T;94673 H 6;1;DM220497837;+212661711426;;;0
Avenu hassan 2 Agouray el hajeb Agourai;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;10:30;M2T;098781;33.641739;-5.58796;+212662381858;SC AGOURAI;BARID CASH;13669 - E - 6;1;DM220497837;+212662381858;;;0
DOUAR KISSARIAT SABT JAHJOUH Sebt jahjouh;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;11:22;M2T;700807;33.7198391;-5.6681044;+212655086200;SEBT JAHJOUH;CASH PLUS;13669 - E - 6;1;DM220497837;+212655086200;;;0
Avenue Mohamed V El Hajeb Haut 51002 EL HAJEB El hajeb;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;12:41;M2T;083795;33.684094;-5.372648;+212700623134;BC EL HAJEB;BARID CASH;13669 - E - 6;1;DM220497837;+212700623134;;;0
lot ain agbal habitation ain aghbal ,493 Ain aghbal;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;13:58;M2T;700191;33.44521;-5.22092;+212669334548;AIN AGHBALA;CASH PLUS;13669 - E - 6;1;DM220497837;+212669334548;;;0
Lot belle vue el hajeb Belle vue El hajeb;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;16:01;M2T;700552;33.66735;-5.37167;+212664878273;Al Omrane;CASH PLUS;13669 - E - 6;1;DM220497837;+212664878273;;;0
Nø108 BOULEVARD HASSAN 2 EL HAJEB El hajeb;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;16:32;M2T;098179;33.692851;-5.36753;+212632141141;BC BD EL HAJEB;BARID CASH;13669 - E - 6;1;DM220497837;+212632141141;;;0
Imm B Commerce 1 Programme Talbia Quartier Administratif El Hajeb El Hajeb El hajeb;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;16:37;M2T;010181;33.69484;-5.36608;+212618530880;Chaabi Cash Kdilia Multiservices;M2T;13669 - E - 6;1;DM220497837;+212618530880;;;0
AIT HMAD AIT BOUDIDMANE BOUDERBALA CENTRE 51025 PROVINCE EL HAJEBÿ El hajeb;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;17:10;M2T;098189;33.817261;-5.275751;+212632141141;BD BOUDARBALA;BARID CASH;13669 - E - 6;1;DM220497837;+212632141141;;;0
AV HASSAN 2 COTE DROITE HAY SAADA SBAA AYOUNE El hajeb;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;18:09;M2T;700199;33.90192;-5.37123;+212663107272;SBAAYOUN FR;CASH PLUS;13669 - E - 6;1;DM220497837;+212663107272;;;0
47 Rue Ennarjess Rdc Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;10:00;M2T;009459;33.5845741;-7.612619;+212661520018;Chaabi Cash Facility Concept;M2T;893241 WW;1;DM220497837;+212661520018;;;0
29 AVENUE 2 MARS MERS SULTAN Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;10:06;M2T;701924;33.580076;-7.614931;+212520210030;2 MARS MURDOCH;CASH PLUS;893241 WW;1;DM220497837;+212520210030;;;0
quartier des hopitaux 20503 CASABLANCA Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;10:12;M2T;083766;33.5769235;-7.6178814;+212700622584;BC CASA QUARTIER DES HOPITAUX;BARID CASH;893241 WW;1;DM220497837;+212700622584;;;0
95 Bd Abdelmoumen Casablanca Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;10:18;M2T;024005;33.5793698;-7.6248418;+212613519551;Chaabi Cash M2t - Casablanca - Abdelmoumen;M2T;893241 WW;1;DM220497837;+212613519551;;;0
N118 Bd Abdelmoumen Derb Ghallef Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;10:24;M2T;000062;33.5761143;-7.6258793;+212679300585;Chaabi Cash Dahiri Electro;M2T;893241 WW;1;DM220497837;+212679300585;;;0
Bd taddart b11 Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;10:49;M2T;701867;33.5552022;-7.627701;+212688639593;bd Taddart;CASH PLUS;893241 WW;1;DM220497837;+212688639593;;;0
Gare ouasis maarif 20035 CASABLANCA Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;10:57;M2T;083871;33.5549314;-7.6315568;+212638460732;BC OASIS GARE;BARID CASH;893241 WW;1;DM220497837;+212638460732;;;0
156 AVENUE OMAR EL KHAYAM BEAUSEJOUR Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;11:04;M2T;701399;33.5653308;-7.6471014;+212522940435;OMAR EL KHAYAM BEAUSEJOUR;CASH PLUS;893241 WW;1;DM220497837;+212522940435;;;0
N 235 Bd Yacoub El Mansour Beausejour Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;11:19;M2T;000511;33.5690771;-7.651491;+212676434037;Chaabi Cash M2t - Casablanca -Beausejour;M2T;893241 WW;1;DM220497837;+212676434037;;;0
Bd Oc‚an Atlantique. Ain Diab 20052 CASABLANCA Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;11:39;M2T;083727;33.5921332;-7.676425;+212700087022;BC CASA AIN DIAB;BARID CASH;893241 WW;1;DM220497837;+212700087022;;;0
108 BD GHANDI RESIDENCE GHANDI MAGASIN N°9 Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;11:49;M2T;700935;33.5745175;-7.6508403;+212669889420;GHANDI;CASH PLUS;893241 WW;1;DM220497837;+212669889420;;;0
202,Boulevard brahim roudani 20370 CASABLANCA Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;12:08;M2T;083774;33.574323;-7.640433;+212700618701;BC CASA ROUDANI;BARID CASH;893241 WW;1;DM220497837;+212700618701;;;0
130, Rue Habacha Rue Watteau , Quartier Plateaux Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;12:20;M2T;702304;33.575231;-7.6310629;+212656249402;WatteauDerb Ghellaf;CASH PLUS;893241 WW;1;DM220497837;+212656249402;;;0
38 RUE IBN NAFIS MAARIF Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;12:27;M2T;701368;33.582944;-7.634919;+212522234936;CASMAARIF;CASH PLUS;893241 WW;1;DM220497837;+212522234936;;;0
N1 Rue Oussama Ibnou Zaid Ex Rue Jura Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;12:39;M2T;024009;33.5812156;-7.634043;+212666256559;Chaabi Cash M2t- Jura;M2T;893241 WW;1;DM220497837;+212666256559;;;0
BOULEVARD ZERKTOUNI,N°192 ANGLE RUE MOUSSA BNOUSAY Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;12:56;M2T;701438;33.5869054;-7.631429;+212522228501;zerktouni 2;CASH PLUS;893241 WW;1;DM220497837;+212522228501;;;0
125 BD BOURGOGNE N 7 RESID JASEM MOHAMED 3 20053 CASABLANCA Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;13:22;M2T;083909;33.597392;-7.645572;+212700618604;BC CASA BOULEVARD BOURGOGNE;BARID CASH;893241 WW;1;DM220497837;+212700618604;;;0
N 21 Rue Abou Louaqt Khalaf (BD Mehdi Ben Barka) Residence Bahr Lind Bourgogne Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;13:28;M2T;000520;33.603077;-7.6454118;+212633208012;Chaabi Cash M2t - Casablanca - Bourgogne;M2T;893241 WW;1;DM220497837;+212633208012;;;0
4 Rue Tznit Derb Tazi Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;13:43;M2T;701338;33.6064017;-7.6272798;+212522201764;LAMARINE;CASH PLUS;893241 WW;1;DM220497837;+212522201764;;;0
153 rue des anglais Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;13:54;M2T;700940;33.597966;-7.625559;+212674211594;CASANGLAIS;CASH PLUS;893241 WW;1;DM220497837;+212674211594;;;0
179 Av Moulay Hassan 1NR N13 RDC Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;14:01;M2T;009552;33.5957439;-7.6186076;+212666825659;Chaabi Cash M2H Service;M2T;893241 WW;1;DM220497837;+212666825659;;;0
Angle Bd Moulay Al Hassan et Rue d'Alger Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;14:07;M2T;700398;33.5932659;-7.6240675;+212522490394;CASTOUMERT;CASH PLUS;893241 WW;1;DM220497837;+212522490394;;;0
22 rue allal el fassi Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;14:33;M2T;700663;33.587854;-7.620295;+212644485536;Casa Allal El Fassi;CASH PLUS;893241 WW;1;DM220497837;+212644485536;;;0
Angle Rue Habacha Et Rue Al Araar Casablanca Centre Ville Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;14:44;M2T;024035;33.5903242;-7.6163018;+212630638365;Chaabi Cash M2t - Casa City;M2T;893241 WW;1;DM220497837;+212630638365;;;0
65, Bd de paris centre ville 20032 CASABLANCA Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;14:50;M2T;083629;33.5929607;-7.6186168;+212699601334;BC CASA BD DE PARIS;BARID CASH;893241 WW;1;DM220497837;+212699601334;;;0
89 Rue Chaouia Casablanca 20250 Maroc Centre Ville Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;15:12;M2T;024033;33.5922154;-7.6141543;+212610884523;Chaabi Cash M2t -Colbert-casablanca;M2T;893241 WW;1;DM220497837;+212610884523;;;0
Angle Bd Mohamed V et Rue Chaouia ( Ex colder) Centre de Ville SIDI BELYOUT 20003 Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;15:18;M2T;083669;33.5943345;-7.612547;+212700621680;BC CASA BOURSE;BARID CASH;893241 WW;1;DM220497837;+212700621680;;;0
Bd de LA MARTINE CU Mers Sultan 20502. Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;15:24;M2T;083881;33.5943153;-7.6126455;+212602397404;BC CASA 2 MARS;BARID CASH;893241 WW;1;DM220497837;+212602397404;;;0
LOITISSEMENT CHERKAOUA Nø2 EL JADIDA El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;10:09;M2T;098541;33.23418;-8.5042;+212661926226;MCS AL GHAZOUA;BARID CASH;3865-E-6;1;DM220497837;+212661926226;;;0
LOT OUASSAT EL JADIDA N 8 ELJADIDA El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;10:20;M2T;701393;33.23082;-8.52796;+212523361004;MARJANE ELJADIDA;CASH PLUS;3865-E-6;1;DM220497837;+212523361004;;;0
CENTRE MOULAY ABDELLAH El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;10:34;M2T;700652;33.19278;-8.5855;+212662895651;Moulay abdellah;CASH PLUS;3865-E-6;1;DM220497837;+212662895651;;;0
RESIDENCE GHAIBI MAGASIN RC 24 250 Oualidia;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;11:53;M2T;701514;32.73457;-9.03216;+212523366062;OUALIDIA;CASH PLUS;3865-E-6;1;DM220497837;+212523366062;;;0
N 18 Centre Commerciale Hay Nahda Zemamra;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;13:01;M2T;700044;32.62639;-8.70179;+212674310890;KHEMISSZEMAMRA;CASH PLUS;3865-E-6;1;DM220497837;+212674310890;;;0
AVENUE MOHAMED V HAY AMAL Azemmour;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;14:52;M2T;701990;33.28345;-8.3528;+212523357951;AZEMMOUR Eurosol;CASH PLUS;3865-E-6;1;DM220497837;+212523357951;;;0
bd jabranekhaliljabrane RES elboustane 9 IMM2 N7 El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;15:13;M2T;701074;33.2318;-8.48641;+212669331122;EL BOUSTANE;CASH PLUS;3865-E-6;1;DM220497837;+212669331122;;;0
mag 2 lot ennajah 3 route marrakech El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;15:20;M2T;701972;33.22146;-8.49254;+212770675342;Route Marrakech;CASH PLUS;3865-E-6;1;DM220497837;+212770675342;;;0
N 556 Lot Essalam El Jadida El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;15:34;M2T;005469;33.22512;-8.49693;+212610077097;Tasshilat Goujet;M2T;3865-E-6;1;DM220497837;+212610077097;;;0
Andalouss Ghb4m1 Magasin N 1 Rdc Imm Ghb4 N 69 El Jadida Andalouss El Jadida El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;15:46;M2T;005659;33.23669;-8.52122;+212664940465;Chaabi Cash Retamar;M2T;3865-E-6;1;DM220497837;+212664940465;;;0
route de sidi bouzide principale El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;15:54;M2T;700335;33.23828;-8.53093;+212661232564;najmat el janoub;CASH PLUS;3865-E-6;1;DM220497837;+212661232564;;;0
route el oualidia centre commercial harit n 6 el El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;16:00;M2T;702126;33.24116;-8.52654;+212600717164;Harit;CASH PLUS;3865-E-6;1;DM220497837;+212600717164;;;0
Rue Kadi Ben Arbi N3 Saada I El Jadida El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;16:12;M2T;000531;33.24375;-8.5257;+212631236097;Chaabi Cash M2t - El Jadida - Saada I;M2T;3865-E-6;1;DM220497837;+212631236097;;;0
av haroun rachid n 707 bis LOT muilha El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;16:20;M2T;701012;33.25072;-8.52043;+212600639125;Masjid muilha;CASH PLUS;3865-E-6;1;DM220497837;+212600639125;;;0
N1 187 BD MOHAMED ATTOUFANI El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;16:32;M2T;700451;33.2535;-8.5151;+212523393847;ATTOUFANI ELJADIDA;CASH PLUS;3865-E-6;1;DM220497837;+212523393847;;;0
Nø54 AVENUE ABI CHOUAIB DOUKKALI EL JADIDA El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;16:38;M2T;098542;33.25383;-8.51087;+212661926226;MCS CHOUAIB DOUKALI;BARID CASH;3865-E-6;1;DM220497837;+212661926226;;;0
BD MOHAMED TRIAAI ET ANGLE BARK AL LIL N1 BIS El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;16:45;M2T;700232;33.25938;-8.50694;+212673104371;AVENUE MOHAMED TRIAAI;CASH PLUS;3865-E-6;1;DM220497837;+212673104371;;;0
N 17 RUE BEN DAGHA CENTRE COMMERCIAL ALJAZIRA MOOL El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;16:52;M2T;700954;33.25348;-8.50394;+212661174397;Aljazira Mall;CASH PLUS;3865-E-6;1;DM220497837;+212661174397;;;0
Imm Meniar Magasin N9 Et 10 Bd Med V El Jadida El Jadida El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;17:05;M2T;000570;33.24952;-8.50163;+212608076090;Chaabi Cash M2t- El Jadida;M2T;3865-E-6;1;DM220497837;+212608076090;;;0
AVENUE MOHAMMED Nø162 EL JADIDA El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;18/04/2022;5;;17:10;M2T;098725;33.24636;-8.49997;+212658345447;YSF EL JADIDA MOHAMED V;BARID CASH;3865-E-6;1;DM220497837;+212658345447;;;0
286 Bloc C Hay Hassani Taza Taza;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;004311;34.20675;-3.99793;+212661864193;Tasshilat El Amraoui;M2T;96601-H-6;1;DM220497837;+212661864193;;;0
Rue Allal Ben Abdellah Ville Nouvelle 35032 TAZA. Taza;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;10:23;M2T;083873;34.22179;-4.00767;+212602309341;BC TAZA PPAL;BARID CASH;96601-H-6;1;DM220497837;+212602309341;;;0
Avenue Bir Anzarane, Route de FŠs Al adarissa 35016 TAZA Taza;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;10:47;M2T;083794;34.2313;-4.0124;+212680348900;BC TAZA GARE;BARID CASH;96601-H-6;1;DM220497837;+212680348900;;;0
N122 LOT TADDART Guercif;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;13:25;M2T;700688;34.2165;-3.58424;+212777682255;TADDART;CASH PLUS;96601-H-6;1;DM220497837;+212777682255;;;0
n°9bloc 3 al qods3 tazaqods 3 Taza;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;18:20;M2T;701724;34.2294;-3.97972;+212661488717;ALQODS3;CASH PLUS;96601-H-6;1;DM220497837;+212661488717;;;0
HA MASSIRA 2 N 11 BLOC F RESIDENCE ASSABAH Taza;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;18:33;M2T;700103;34.22926;-4.00309;+212661250962;MASSIRA II;CASH PLUS;96601-H-6;1;DM220497837;+212661250962;;;0
5 TRIK TAZA EL OLIA , BD MOULAY YOUSSEF , IMMB TAZ Taza;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;18:38;M2T;701337;34.22926;-4.00309;+212535284611;MOULAYYOUSSEF;CASH PLUS;96601-H-6;1;DM220497837;+212535284611;;;0
AV HASSAN 2 Taza;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;18:43;M2T;701192;34.22926;-4.00309;+212661250962;TAZA CENTRE;CASH PLUS;96601-H-6;1;DM220497837;+212661250962;;;0
14 OURIDA B TAZA Taza;Faical Chnifar ;;;;;10:00-19:00;;18/04/2022;5;;18:48;M2T;701191;34.22926;-4.00309;+212661250962;TAZAOURIDA1;CASH PLUS;96601-H-6;1;DM220497837;+212661250962;;;0
65 AVENUE MY RACHID CITE MAMOUNIA MAGASIN 3 Fès;Abdelhak Benlamine;;;;;10:00-19:00;;18/04/2022;5;;10:38;M2T;701299;34.02155;-4.98799;+212661295005;ROUTE SEFROU;CASH PLUS;23643-E-6;1;DM220497837;+212661295005;;;0
rue arfoud oulad mtaa temaraoulad mtaa Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;10:00;M2T;700109;33.936761;-6.894789;+212661291769;Ouled mtaa 2;CASH PLUS;79265-H-6;1;DM220497837;+212661291769;;;0
14 Av.Idriss Premier Hay Nahda Temara Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;10:11;M2T;702062;33.926664;-6.906743;+212696748621;TEMARA Hay Nahda;CASH PLUS;79265-H-6;1;DM220497837;+212696748621;;;0
Angle Hassan II et Av Prince Heritier Sidi Mohamed 12000 TEMARA Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;10:27;M2T;083803;33.927684;-6.916613;+212602364167;BC TEMARA PPAL;BARID CASH;79265-H-6;1;DM220497837;+212602364167;;;0
Avenue moustapha assayeh Harhoura 12014 HARHOURA Harhoura;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;10:42;M2T;083734;33.925863;-6.959028;+212701083127;BC EL HARHOURA;BARID CASH;79265-H-6;1;DM220497837;+212701083127;;;0
Magasin, Immeuble Nø1179 WIFAK 12022 TEMARA Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;11:03;M2T;083771;33.920335;-6.934463;+212615534336;BC TEMARA AL WIFAK;BARID CASH;79265-H-6;1;DM220497837;+212615534336;;;0
1384 Av Ghazza Hay Al Wifak Temara Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;11:10;M2T;001369;33.924469;-6.93249;+212622080161;Chaabi Cash CH ASH Service;M2T;79265-H-6;1;DM220497837;+212622080161;;;0
Hay El Alaouenne Rue Kowait N46 Temara Temara Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;11:29;M2T;001364;33.916898;-6.924703;+212663335676;Chaabi Cash Muamalat Express;M2T;79265-H-6;1;DM220497837;+212663335676;;;0
N 167 Lot Comatrav 1 Temara Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;11:38;M2T;000514;33.91284;-6.919659;+212677232764;Chaabi Cash M2t - Temara - Lot Comatrav;M2T;79265-H-6;1;DM220497837;+212677232764;;;0
boulevard HASSAN Ier Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;11:45;M2T;700378;33.911117;-6.922032;+212537741860;HASSAN 1er;CASH PLUS;79265-H-6;1;DM220497837;+212537741860;;;0
Avenue Hassane 1er Immeuble D NÂ°9 Fath El Kheir Temara Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;11:54;M2T;024008;33.905323;-6.918733;+212600081951;Chaabi Cash M2t- Fath El Kheir;M2T;79265-H-6;1;DM220497837;+212600081951;;;0
BD Tarik bnou ziyad résidence adam n4 temaraLakrou Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;12:01;M2T;701832;33.903828;-6.920162;+212648034476;RONDE POINT LE9ROCH;CASH PLUS;79265-H-6;1;DM220497837;+212648034476;;;0
