Adresse;Agent;Agent privilegie;Commentaires;Competence;Courriel;Creneau horaire de passage;Date d'echeance;Date de depart;Duree;Duree maximale de transport;Heure de passage prevu;Hub;Identifiant externe;Latitude;Longitude;Mobile;Nom;Partner;Plaque d'immatriculation;Poids;Référence de commande;Telephone;Type;Type d'intervention;Volume;rejection
00 MASSIRA 3 A N° 354 MARRAKECH Marrakech;Hassan  Ait said;;;;;09:00-17:00;;18/04/2022;5;;09:32;;;31.6426535;-8.064250399999999;+212693796829;inwi, AIT SALAH NAIMA;;6415 T 6;1;;+212693796829;;;0;Hub n'est pas egale a M2T
00 massira 3 operation om rabii *k*apprt n 07 Marrakech;Hassan  Ait said;;;;;09:00-17:00;;18/04/2022;5;;09:37;;;31.6426535;-8.064250399999999;+212666594131;inwi, BOUMOUGAY ABDELLATIF;;6415 T 6;1;;+212666594131;;;0;Hub n'est pas egale a M2T
00 BERRADI 3 NR 339 Marrakech;Hassan  Ait said;;;;;09:00-17:00;;18/04/2022;5;;09:55;;;31.6246447;-8.0690251;+212654582850;inwi, ABDELLAH EL MZDADI;;6415 T 6;1;;+212654582850;;;0;Hub n'est pas egale a M2T
Hay Iziki El Jadid No 394 Marrakech Hay Iziki El Jadid Marrakech Marrakech;Hassan  Ait said;;;;;10:00-19:00;;18/04/2022;5;;10:07;M2T;004220;31.62092;-8.05903;+212690959669;Chaabi Cash Assar Cash;M2T;6415 T 6;1;DM220497837;+212690959669;;;0;date de depart non conforme
Lamhamid Aghli 1 N? 33 Marrakech Lamnara Marrakech;Hassan  Ait said;;;;;10:00-19:00;;18/04/2022;5;;10:34;M2T;700403;31.59346;-8.03071;+212524372681;LAMHAMID;CASH PLUS;6415 T 6;1;DM220497837;+212524372681;;;0;date de depart non conforme
Magasin 1 N 1656 Bloc 33 M Hamid Marrakech Marrakech;Hassan  Ait said;;;;;10:00-19:00;;18/04/2022;5;;10:51;M2T;004127;31.59225;-8.03868;+212662035077;Chaabi Cash IMMI Services;M2T;6415 T 6;1;DM220497837;+212662035077;;;0;date de depart non conforme
Lamhamid Hosna 1 N 365 Marrakech Marrakech;Hassan  Ait said;;;;;10:00-19:00;;18/04/2022;5;;11:05;M2T;700071;31.59493;-8.05064;+212610172673;MARLAMHAMIDFR2;CASH PLUS;6415 T 6;1;DM220497837;+212610172673;;;0;date de depart non conforme
Lot AFAQ 02 NR 87 SAADA Marrakech;Hassan  Ait said;;;;;10:00-19:00;;18/04/2022;5;;11:44;M2T;702285;31.64128;-8.11001;+212771266506;Marrakech El AFAK;CASH PLUS;6415 T 6;1;DM220497837;+212771266506;;;0;date de depart non conforme
13 E AV IBN TOFAYL HAY RMEL ,86350 INEZGANEHAY RME Inezgane;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;10:00;M2T;701843;30.35849;-9.54972;+212661332024;HAY RMEL INZGANE;CASH PLUS;79211-H-6;1;DM220497837;+212661332024;;;0;date de depart non conforme
Hay Ermel Tarrast 86355 INEZGANE Inezgane;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;10:06;M2T;083769;30.35469;-9.55365;+212602364085;BC INEZGANE TARRAST;BARID CASH;79211-H-6;1;DM220497837;+212602364085;;;0;date de depart non conforme
Voie 6 N14 Hay Sidi Fadoul Tarrast Inezgane Inezgane;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;10:15;M2T;008093;30.34811;-9.5592;+212611886084;Chaabi Cash R&M Univers;M2T;79211-H-6;1;DM220497837;+212611886084;;;0;date de depart non conforme
AVENUE MY CHERIF BLOC 10 Agadir;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;10:23;M2T;700430;30.35181;-9.55453;+212528837133;AGADIR TARAST;CASH PLUS;79211-H-6;1;DM220497837;+212528837133;;;0;date de depart non conforme
dshera 1 Inezgane;Mohamed HMIMOU;;;;;09:00-17:00;;18/04/2022;5;;10:30;;;30.3523115;-9.551496499999999;+212661109156;AVITO, ibrahim aterta;;79211-H-6;1;;+212661109156;;;0;Hub n'est pas egale a M2T
N 10 AV BOUZGAR JORF INEZGANE Inezgane;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;10:40;M2T;701172;30.34936;-9.5404;+212655300771;BOUZGAR;CASH PLUS;79211-H-6;1;DM220497837;+212655300771;;;0;date de depart non conforme
AVENUE HASSAN 1 ER CITE MY ISMAIL Inezgane;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;10:49;M2T;700448;30.35544;-9.53342;+212528838319;INZEGAN HAY EL MOUADAFIN;CASH PLUS;79211-H-6;1;DM220497837;+212528838319;;;0;date de depart non conforme
av laayoune lot tamazart Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;10:57;M2T;702236;30.35092;-9.53038;+212668747471;Ait Melloul Hay TAMAZART;CASH PLUS;79211-H-6;1;DM220497837;+212668747471;;;0;date de depart non conforme
B 3 N 18 boulevard Mohamed 5 Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;11:15;M2T;702148;30.34867;-9.50457;+212661701241;ASSAYS AIT MELLOUL;CASH PLUS;79211-H-6;1;DM220497837;+212661701241;;;0;date de depart non conforme
Hay El Farah N? 1, Route Tiznit Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;11:21;M2T;700407;30.3423;-9.50245;+212528246014;AITMELLOUL;CASH PLUS;79211-H-6;1;DM220497837;+212528246014;;;0;date de depart non conforme
01 ait melloul agadir Agadir;Mohamed HMIMOU;;;;;09:00-17:00;;18/04/2022;5;;11:28;;;30.33792829999999;-9.5040247;+212677461896;SHINYSHOP, ohjoboha bourhim;;79211-H-6;1;;+212677461896;;;0;Hub n'est pas egale a M2T
AV AIT BAAMRANE QUARTIER AL MOUSTAQBAL AIT MELLOUL Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;11:38;M2T;702005;30.34774;-9.49503;+212650223107;AIT MELLOUL HAY ALMOUSAQBAL;CASH PLUS;79211-H-6;1;DM220497837;+212650223107;;;0;date de depart non conforme
N06 Bloc A Lot Yassmina 2 Ait Melloul Agadir Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;11:47;M2T;008098;30.34665;-9.4889;+212666920403;Chaabi Cash Doukkali;M2T;79211-H-6;1;DM220497837;+212666920403;;;0;date de depart non conforme
Boulvard Mouqaouama Quartier admin Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;12:01;M2T;700507;30.34108;-9.48427;+212661287245;Ait melloul Quartier Admin;CASH PLUS;79211-H-6;1;DM220497837;+212661287245;;;0;date de depart non conforme
61 avenue Ahmed al hansali programme argana 2 ait Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;12:14;M2T;700234;30.32715;-9.49719;+212606114245;Ait Melloul Quartier Industriel;CASH PLUS;79211-H-6;1;DM220497837;+212606114245;;;0;date de depart non conforme
Lotissement Rochdi Centre Sidi Bibi Biougra Sidi Bibi Sidi bibi;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;12:39;M2T;010524;30.23925;-9.5261;+212662239715;Chaabi Cash Maryla;M2T;79211-H-6;1;DM220497837;+212662239715;;;0;date de depart non conforme
01 AIN BAHRANI LQLIAA Lqliaa;Mohamed HMIMOU;;;;;09:00-17:00;;18/04/2022;5;;13:13;;;30.291698;-9.46156;+212630642722;LIBRAIRIE ALFIKR, AZIZA AIT HMID;;79211-H-6;1;;+212630642722;;;0;Hub n'est pas egale a M2T
N 67 Lotis Talaint Laqliaa Lqliaa;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;13:28;M2T;006230;30.3129;-9.47585;+212661198017;Chaabi Cash Maison de Quatre Saisons;M2T;79211-H-6;1;DM220497837;+212661198017;;;0;date de depart non conforme
Hay Laazib Laqliaa Lqliaa;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;13:37;M2T;006212;30.318355;-9.480968;+212696482707;Chaabi Cash Sefema;M2T;79211-H-6;1;DM220497837;+212696482707;;;0;date de depart non conforme
Block 2 n 393 Agadir azrou Ait melloul;Mohamed HMIMOU;;;;;09:00-17:00;;18/04/2022;5;;13:58;;;30.3299288;-9.4102859;+212680192203;ETECH NETWORK, Abdou Mokhlis;;79211-H-6;1;;+212680192203;;;0;Hub n'est pas egale a M2T
Avenue mokhtar soussi N 1161 Temssia Temsia;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;14:22;M2T;701746;30.36537;-9.41482;+212615050629;Centre Temssia;CASH PLUS;79211-H-6;1;DM220497837;+212615050629;;;0;date de depart non conforme
BLOC 8 MOSSQUEE AL AADL HAY AZROU Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;14:36;M2T;701494;30.36057;-9.45637;+212672239533;MOSQUE AL AADL AZROU;CASH PLUS;79211-H-6;1;DM220497837;+212672239533;;;0;date de depart non conforme
BLOC7 N 34 QUARTIE AZROU AIT MELLOUL Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;14:43;M2T;700420;30.36014;-9.46214;+212528244592;EUROSOL AIT MELLOUL CR;CASH PLUS;79211-H-6;1;DM220497837;+212528244592;;;0;date de depart non conforme
LOTISSEMENT MOULAY N 37 DRARGA Drargua;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;15:17;M2T;700268;30.37982;-9.47527;+212676109652;DRARGUA LGOUIRA;CASH PLUS;79211-H-6;1;DM220497837;+212676109652;;;0;date de depart non conforme
LOT EL YAMAM HASSAN QUARTIE EL HANAE N 10 Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;15:25;M2T;701381;30.38251;-9.4801;+212528287408;EUROSOL DRARGUA;CASH PLUS;79211-H-6;1;DM220497837;+212528287408;;;0;date de depart non conforme
Hay Sidi Said Drarga Agadir Drarga Drargua;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;15:32;M2T;006927;30.37924;-9.4797363;+212639161801;Chaabi Cash Akfousa Cash;M2T;79211-H-6;1;DM220497837;+212639161801;;;0;date de depart non conforme
HAY NAHDA El HAJEB N 138 BIS AVENUE D BLOC8 Tikiouine;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;15:42;M2T;701607;30.37502;-9.49297;+212677732041;EL HAJEB TIKIOUINE;CASH PLUS;79211-H-6;1;DM220497837;+212677732041;;;0;date de depart non conforme
HAY ZAITOUNE TIKIOUINE Tikiouine;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;15:53;M2T;701404;30.38125;-9.4943;+212661131531;TIKOUINE HAY ZAITOUNE;CASH PLUS;79211-H-6;1;DM220497837;+212661131531;;;0;date de depart non conforme
Douar Souiri Tikiouine Agadir Agadir;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;16:07;M2T;008086;30.37412;-9.5117076;+212669517454;Tasshilat Boutoumit;M2T;79211-H-6;1;DM220497837;+212669517454;;;0;date de depart non conforme
NÂ° 205 Rue Al Morabitine Lotissement Bani Iznassene Dcheira El Jihadia Dcheira el jihadia;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;16:17;M2T;008024;30.37712;-9.52543;+212661524901;Chaabi Cash Domaine Al Firdaws;M2T;79211-H-6;1;DM220497837;+212661524901;;;0;date de depart non conforme
N93 Av Aboubaker Seddik Dcheira El Jihadia Dcheira el jihadia;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;16:31;M2T;008070;30.36782;-9.523303;+212666018345;Chaabi Cash Oussama El Jihadia Service;M2T;79211-H-6;1;DM220497837;+212666018345;;;0;date de depart non conforme
Av Des Far Dcheira El Jihadia Dcheira el jihadia;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;16:45;M2T;008127;30.36482;-9.540778;+212662157761;Tasshilat Bengrich;M2T;79211-H-6;1;DM220497837;+212662157761;;;0;date de depart non conforme
N 327 Avenue Fayçal benabdelaziz lot dalila Dcheira el jihadia;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;16:55;M2T;702093;30.37413;-9.54444;+212605167737;Dcheira Hay Takarkourt;CASH PLUS;79211-H-6;1;DM220497837;+212605167737;;;0;date de depart non conforme
MAGASIN N° 2/25 IMM LOT AL IZDIHAR AL KADISIA Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;10:00;M2T;701933;31.66455;-8.032234;+212706399881;MARIZDIHARFR;CASH PLUS;23646-E-6;1;DM220497837;+212706399881;;;0;date de depart non conforme
RUE IBN KODAMA N 2 IMM KASBEL SEMLALIA Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;10:15;M2T;701571;31.64439;-8.01153;+212669594819;SEMLALIA;CASH PLUS;23646-E-6;1;DM220497837;+212669594819;;;0;date de depart non conforme
00 CAMP ELGHOUL N°126 RESIDENCE WIJDANE APPARTEMENT 7 GUELZ PRES CLINIQUE NARJIS - MARRAKECH Marrakech;Omar Rassi;;;;;09:00-17:00;;18/04/2022;5;;10:27;;;31.6375383;-8.018266300000002;+212662050763;inwi, Aziz Sanat;;23646-E-6;1;;+212662050763;;;0;Hub n'est pas egale a M2T
Mag N 27 Imm Jakar 24 Med V Gueliz Marrakech Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;10:34;M2T;004205;31.6335;-8.01566;+212669697337;Chaabi Cash Winnagh Invest;M2T;23646-E-6;1;DM220497837;+212669697337;;;0;date de depart non conforme
0 gueliz Marrakech;Omar Rassi;;;;;09:00-17:00;;18/04/2022;5;;10:43;;;31.6336545;-8.008899;+212666867697;ZAKARIA EL IDRISSI, aberchil abdelouahd;;23646-E-6;1;;+212666867697;;;0;Hub n'est pas egale a M2T
00 GELIZ PRÉFECTURE DE MARRAKECH Marrakech;Omar Rassi;;;;;09:00-17:00;;18/04/2022;5;;10:48;;;31.6336545;-8.008899;+212664668825;TOP MACHINERY ( BRICONET ), ABDELMONAIM LAAOUINATE;;23646-E-6;1;;+212664668825;;;0;Hub n'est pas egale a M2T
Place du 16 Novembre Gueliz 40001 MARRAKECH Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;10:53;M2T;083834;31.63272;-8.00934;+212602364289;BC MARRAKECH PPAL;BARID CASH;23646-E-6;1;DM220497837;+212602364289;;;0;date de depart non conforme
00 CHWITER PRÉFECTURE DE MARRAKECH Marrakech;Omar Rassi;;;;;09:00-17:00;;18/04/2022;5;;11:00;;;31.633333;-8.0;+212762506330;TOP MACHINERY ( BRICONET ), AAHD YOUSFI;;23646-E-6;1;;+212762506330;;;0;Hub n'est pas egale a M2T
Angle Rue Docteur Linares et Arest El Maach Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;11:07;M2T;700353;31.63429;-7.99859;+212524390869;MARELFNA;CASH PLUS;23646-E-6;1;DM220497837;+212524390869;;;0;date de depart non conforme
Riad Heklek Derb Bzou 41 kasbah 40000 Marrakech Maroc Marrakech;Omar Rassi;;;;;09:00-17:00;;18/04/2022;5;;11:23;;;31.614472;-7.988378099999998;+212610963463;IRIS.MA, StÃ©phanie Guerin;;23646-E-6;1;;+212610963463;;;0;Hub n'est pas egale a M2T
20 Db Masmouda Sybali Marrakech Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;11:39;M2T;000527;31.61711;-7.97091;+212613430076;Chaabi Cash M2t - Marrakech - Sidi Youssef Ben Ali;M2T;23646-E-6;1;DM220497837;+212613430076;;;0;date de depart non conforme
JNNAE EL AFIA BLOC 27 N20 Marrakech;Omar Rassi;;;;;09:00-17:00;;18/04/2022;5;;11:52;;;31.6203765;-7.980524;+212613135959;COOPERATIVE DAR LEMLIH, MME FATIMA ERRAHALI;;23646-E-6;1;;+212613135959;;;0;Hub n'est pas egale a M2T
00 marrakech Marrakech;Omar Rassi;;;;;09:00-17:00;;18/04/2022;5;;12:04;;;31.6294723;-7.981084500000001;+212666975227;AYOUB LAGZOULI, Rachid;;23646-E-6;1;;+212666975227;;;0;Hub n'est pas egale a M2T
00 PORTES MARRAKECH IMMEUBLE N°467 20 3ème étage APPARTEMENT N°12 Marrakech;Omar Rassi;;;;;09:00-17:00;;18/04/2022;5;;12:09;;;31.6294723;-7.981084500000001;+212626295715;inwi, MOUNINE FATIMA-EZZAHRA;;23646-E-6;1;;+212626295715;;;0;Hub n'est pas egale a M2T
Av . Chakib Arssalane unit‚ 5 Hay Mohammadi 40033 MARRAKECH Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;12:27;M2T;083691;31.65055;-7.99654;+212700621292;BC MARRAKECH HAY MOHAMMADI;BARID CASH;23646-E-6;1;DM220497837;+212700621292;;;0;date de depart non conforme
Rue Qadi Ayad 00 Marrakech;Omar Rassi;;;;;09:00-17:00;;18/04/2022;5;;12:40;;;31.6583145;-8.0083141;+212600000000;CBI, Cbi marrakech;;23646-E-6;1;;+212600000000;;;0;Hub n'est pas egale a M2T
IMM G BOUSTAN 2 GARAGE 38 Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;12:50;M2T;700442;31.66369;-8.00856;+212525088100;MAR ALLAL AL FASSI;CASH PLUS;23646-E-6;1;DM220497837;+212525088100;;;0;date de depart non conforme
213 ALMASSAR MARRAKECH Almassar Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;13:14;M2T;700236;31.67764;-8.03904;+212661203202;AL MASSAR MARRAKECH;CASH PLUS;23646-E-6;1;DM220497837;+212661203202;;;0;date de depart non conforme
Bloc 10 N 40 Quartier Industriel Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;000506;30.41461;-9.58962;+212637759835;Chaabi Cash M2t - Agadir - Quartier Indutriel;M2T;79347 A7;1;DM220497837;+212637759835;;;0;date de depart non conforme
Rue Essaouira Battoire Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;10:08;M2T;700446;30.41161;-9.58635;+212528292783;AGADIR battoir;CASH PLUS;79347 A7;1;DM220497837;+212528292783;;;0;date de depart non conforme
00 AVENUE BEN BARKA RIAD SALAM Agadir;Bendriouiche Elyass;;;;;09:00-17:00;;18/04/2022;5;;10:19;;;30.407603;-9.575016;+212661285541;COOPERATIVE DAR LEMLIH, MME FATIMA BOUCHEMEKH;;79347 A7;1;;+212661285541;;;0;Hub n'est pas egale a M2T
9 Immeuble Aferni I Riad Salam Agadir Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;10:24;M2T;024030;30.40733;-9.57482;+212634427359;Chaabi Cash M2t - Riad Salam - Agadir;M2T;79347 A7;1;DM220497837;+212634427359;;;0;date de depart non conforme
Lot Q N°18 Founty Sonaba Agadir;Bendriouiche Elyass;;;;;09:00-17:00;;18/04/2022;5;;10:36;;;30.4000159;-9.591867800000001;+212663430207;ZAKARIA EL ALLOULI, Hasna Salmi;;79347 A7;1;;+212663430207;;;0;Hub n'est pas egale a M2T
N38 Ibn Khaldoun I Bensergao Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;10:52;M2T;008096;30.3866;-9.57272;+212611988782;Chaabi Cash Youryane;M2T;79347 A7;1;DM220497837;+212611988782;;;0;date de depart non conforme
NÂ°129 Bloc 9 Bensergao Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;11:00;M2T;008021;30.38982;-9.56825;+212673517781;Chaabi Cash Cash1200;M2T;79347 A7;1;DM220497837;+212673517781;;;0;date de depart non conforme
Sonaba 0 rue 19 secteur Agadir;Bendriouiche Elyass;;;;;09:00-17:00;;18/04/2022;5;;11:09;;;30.3927209;-9.5671741;+212661281064;Moroccan Bazaar, غريب رشيدة;;79347 A7;1;;+212661281064;;;0;Hub n'est pas egale a M2T
N 1069 LOT EL FARAH Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;11:19;M2T;700318;30.39618;-9.56172;+212638215655;Hay El Farah Al masjid;CASH PLUS;79347 A7;1;DM220497837;+212638215655;;;0;date de depart non conforme
Mag N 1 rez de chaussée immeuble 02 résidence prop Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;11:32;M2T;701806;30.39271;-9.54475;+21272891189;AGADIR ATTADAMONE;CASH PLUS;79347 A7;1;DM220497837;+21272891189;;;0;date de depart non conforme
Bloc B num 407 cité al houda Agadir;Bendriouiche Elyass;;;;;09:00-17:00;;18/04/2022;5;;11:42;;;30.3919815;-9.5364074;+212700871381;Moroccan Bazaar, Hasna Boufous;;79347 A7;1;;+212700871381;;;0;Hub n'est pas egale a M2T
LOT TILILA IMM 7 N 5 AV AL OULFA COMMUNE TIKIOUINE Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;11:58;M2T;701171;30.40123;-9.51929;+212633698157;AGATILILAFR;CASH PLUS;79347 A7;1;DM220497837;+212633698157;;;0;date de depart non conforme
Rdc N2 Rsidence Narjiss 2 Cite Al Houda Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;12:14;M2T;008088;30.39829;-9.5361841;+212671672979;Chaabi Cash Assia Trading;M2T;79347 A7;1;DM220497837;+212671672979;;;0;date de depart non conforme
Bloc E Sous Sol N41 Bis Av Haj Abdellah Al Karsafi Hay Al Houda Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;12:27;M2T;008117;30.40264;-9.54956;+212676229783;Chaabi Cash Wifi Maroc;M2T;79347 A7;1;DM220497837;+212676229783;;;0;date de depart non conforme
2 Salam 2 Im 1511 Mas Wafkaoui Sala Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;12:32;M2T;008062;30.40264;-9.54956;+212676229783;Chaabi Cash Wifi Maroc;M2T;79347 A7;1;DM220497837;+212676229783;;;0;date de depart non conforme
MAGASIN N 94 BLOC E8 RUE ALFARABI HAY DAKHLA Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;12:42;M2T;702200;30.41258;-9.55034;+212660244648;CITE DAKHLA ALFARABI;CASH PLUS;79347 A7;1;DM220497837;+212660244648;;;0;date de depart non conforme
N°76, Av Hassan 1er, Cité Dakhla Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;12:51;M2T;701945;30.40919;-9.55809;+212661579420;AGADIR AV HASSAN 1ER (oubani);CASH PLUS;79347 A7;1;DM220497837;+212661579420;;;0;date de depart non conforme
NÂ° Fa 44 Dakhla Dakhla Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;12:58;M2T;000541;30.41288;-9.5577075;+212606593839;Chaabi Cash M2t - Agadir - Quartier Dakhla;M2T;79347 A7;1;DM220497837;+212606593839;;;0;date de depart non conforme
N°53 BLOC A4 BD TITOU HAY AL QODS Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;13:04;M2T;701868;30.4171;-9.5562;+212648117332;AL QODS AGADIR;CASH PLUS;79347 A7;1;DM220497837;+212648117332;;;0;date de depart non conforme
nø15, Avenue Abderrahim Bouabid 80036 Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;13:11;M2T;083429;30.41737;-9.5585;+212602364082;BC AGADIR HAY AL WAFA;BARID CASH;79347 A7;1;DM220497837;+212602364082;;;0;date de depart non conforme
N 11 Avenue Abderrahim bouaabid en face du marché Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;13:20;M2T;700280;30.41581;-9.56806;+212610463592;Agadir la gare;CASH PLUS;79347 A7;1;DM220497837;+212610463592;;;0;date de depart non conforme
Pacerelle NÂ°3016 Ã€ ProximitÃ© Immeuble Essafa 3 Hay Mohammadi Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;13:32;M2T;024016;30.43232;-9.553741;+212611276884;Chaabi Cash M2t- Agadir;M2T;79347 A7;1;DM220497837;+212611276884;;;0;date de depart non conforme
N 112 Boulevard Imam boukhari Erac bouargane Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;13:45;M2T;701608;30.4245;-9.56484;+212688400367;Agadir boulevard imam Boukhari;CASH PLUS;79347 A7;1;DM220497837;+212688400367;;;0;date de depart non conforme
EL KAOUIRA EL KHYAM AGADIR NUM 291 Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;13:53;M2T;098872;30.42288;-9.57227;+212661765248;ECÿ AGADIR LKHYAM;BARID CASH;79347 A7;1;DM220497837;+212661765248;;;0;date de depart non conforme
N° 16 RUE MOULAY ISMAIL HAY ENNAHDA AGADIR Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;14:15;M2T;701103;30.42698;-9.58409;+212633450788;AGADIR HAY ENNAHDA;CASH PLUS;79347 A7;1;DM220497837;+212633450788;;;0;date de depart non conforme
Residence El Menzeh Immeuble Ab2 Magasin 11 Avenue Des Far Agadir Avenue Far Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;14:24;M2T;024034;30.429831;-9.58801;+212606289419;Chaabi Cash M2t -FAR-Agadir;M2T;79347 A7;1;DM220497837;+212606289419;;;0;date de depart non conforme
N 4 IMM CGI AVENUE DES FAR Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;14:31;M2T;700052;30.42818;-9.5927;+212661381217;AVENUE DES FAR;CASH PLUS;79347 A7;1;DM220497837;+212661381217;;;0;date de depart non conforme
route imi imikki iguerofoulousaourir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;15:09;M2T;700196;30.50296;-9.6602;+212697090077;Aourir Hay Igueroufoulous;CASH PLUS;79347 A7;1;DM220497837;+212697090077;;;0;date de depart non conforme
Local sis tihaourine Aourir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;15:17;M2T;700227;30.49771;-9.67007;+212661305510;CENTRE AOURIR;CASH PLUS;79347 A7;1;DM220497837;+212661305510;;;0;date de depart non conforme
Boulevard Moulay Abdellah Ville Nouvelle 80001 Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;15:48;M2T;083806;30.42072;-9.59751;+212602365628;BC AGADIR PPAL;BARID CASH;79347 A7;1;DM220497837;+212602365628;;;0;date de depart non conforme
Route de boujdour Administratif 70002 EL MARSA Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;083458;27.0952;-13.40681;+212650622873;BC LAAYOUNE PORT;BARID CASH;11596-E-6;1;DM220497837;+212650622873;;;0;date de depart non conforme
AV MEKKA N°76 AVKAIRAWAN N°1 LAYOUNE Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;18/04/2022;5;;10:35;M2T;701755;27.15578;-13.201;+212212665889;LAAYOUNE MEKKA;CASH PLUS;11596-E-6;1;DM220497837;+212212665889;;;0;date de depart non conforme
Av sakia el hamra n° 28 Hy chouhada Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;18/04/2022;5;;10:40;M2T;700764;27.15577;-13.20098;+212212676260;LAAYOUNE SOUK LMEKHAKH;CASH PLUS;11596-E-6;1;DM220497837;+212212676260;;;0;date de depart non conforme
